Количество комнат,Площадь,Этаж,Полный адрес,Цена (доллары),Цена (сомы)
2,75 м2,6 этаж из 10,"Бишкек, АЮ Grand,  ул. Анкара 13/1",$ 71 250,6 176 663 сом
2,60 м2,2 этаж из 14,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",$ 90 000,7 802 100 сом
3,109 м2,17 этаж из 17,"Бишкек, Мед. академия, Советская донецкая",$ 130 800,11 339 052 сом
2,79 м2,9 этаж из 9,"Бишкек, Верхний Джал м-н, Тыналиева 3/3",$ 100 000,8 669 000 сом
5,130 м2,3 этаж из 4,"Бишкек, Таш Рабат/жукеева пудовкина/горького",$ 220 000,19 071 800 сом
3,80 м2,3 этаж из 10,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 180 000,15 604 200 сом
3,87.66 м2,12 этаж из 12,"Бишкек, Пишпек ж/м, Репина/М. Алыбаева",$ 74 500,6 458 405 сом
3,73 м2,2 этаж из 5,"Бишкек, 11 м-н, Нуркамала 12/1/Айтиева",$ 95 000,8 235 550 сом
3,70 м2,5 этаж из 5,"Бишкек, Учкун м-н 19",$ 80 000,6 935 200 сом
1,43 м2,5 этаж из 10,"Бишкек, 6 м-н",$ 77 000,6 675 130 сом
3,62 м2,2 этаж из 9,"Бишкек, Асанбай м-н",$ 108 000,9 362 520 сом
2,46 м2,2 этаж из 5,"Бишкек, Молодая Гвардия, Киевская",$ 78 000,6 761 820 сом
2,87 м2,4 этаж из 9,"Бишкек, Верхний Джал м-н, Тыналиева, 3",$ 105 000,9 102 450 сом
2,52 м2,9 этаж из 9,"Бишкек, Аламедин-1 м-н",$ 76 500,6 631 785 сом
3,118.55 м2,3 этаж из 12,"Бишкек, Военторг, Сагынбая манасчы, 137",$ 199 500,17 294 655 сом
3,120 м2,7 этаж из 10,"Бишкек, Мед. академия, Тыныстанова/Суеркулова",$ 145 000,12 570 050 сом
7,500 м2,10 этаж из 12,"Бишкек, Золотой квадрат, Жоомарта Боконбаева, 103",$ 720 000,62 416 800 сом
1,38 м2,4 этаж из 9,"Бишкек, Тунгуч м-н, г/м Глобус",$ 57 000,4 941 330 сом
3,60 м2,4 этаж из 4,"Бишкек, 7 м-н, 7-й микрорайон, 26",$ 88 000,7 628 720 сом
3,58 м2,1 этаж из 4,"Бишкек, 3 м-н, по ул.К.Маркса",$ 86 500,7 498 685 сом
1,45 м2,2 этаж из 15,"Бишкек, 6 м-н,  ул. Саякабай Каралаева 3/3",$ 55 999,4 854 553 сом
1,34 м2,9 этаж из 9,"Бишкек, Тунгуч м-н, тунгуч 2 25\1",$ 56 500,4 897 985 сом
1,26 м2,3 этаж из 9,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля 4",$ 44 500,3 857 705 сом
2,79 м2,3 этаж из 9,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",$ 85 500,7 411 995 сом
1,46 м2,4 этаж из 12,"Бишкек, Академия Наук, Тимирязева/Абдумомунова",$ 77 000,6 675 130 сом
3,86 м2,3 этаж из 14,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",$ 145 500,12 613 395 сом
3,106 м2,6 этаж из 10,"Бишкек, Ак Кеме",$ 250 000,21 672 500 сом
2,35 м2,1 этаж из 5,"Бишкек, Пишпек ж/м, Льва Толстого/Криваносова",$ 59 000,5 114 710 сом
2,50 м2,6 этаж из 9,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",$ 65 000,5 634 850 сом
1,43 м2,11 этаж из 14,"Бишкек, Кок-Жар ж/м, Молдокулова 100\1",$ 45 000,3 901 050 сом
6,83 м2,5 этаж из 5,"Бишкек, Аламедин-1 м-н дом 60",$ 120 000,10 402 800 сом
2,76 м2,8 этаж из 17,"Бишкек, Ипподром, Л. Толстого 126",$ 72 000,6 241 680 сом
2,44 м2,1 этаж из 4,"Бишкек, Юг-2 м-н, Байтик-баатыра 69",$ 77 500,6 718 475 сом
3,73 м2,2 этаж из 15,"Бишкек, Асанбай м-н",$ 84 700,7 342 643 сом
2,79.4 м2,4 этаж из 12,"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",$ 105 000,9 102 450 сом
2,47 м2,1 этаж из 4,"Бишкек, 5 м-н 15",$ 69 000,5 981 610 сом
2,58 м2,9 этаж из 9,"Бишкек, 1000 мелочей",$ 78 000,6 761 820 сом
1,35 м2,9 этаж из 12,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",$ 60 000,5 201 400 сом
5,152 м2,8 этаж из 14,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",$ 230 000,19 938 700 сом
3,74 м2,17 этаж из 17,"Бишкек, БГУ, Островская 136а/Айни",$ 77 700,6 735 813 сом
3,88 м2,6 этаж из 12,"Бишкек, АЮ Grand",$ 125 000,10 836 250 сом
1,37 м2,6 этаж из 14,"Бишкек, Горького - Алма-Атинская, Горького",$ 44 400,3 849 036 сом
1,47.75 м2,6 этаж из 14,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 64 500,5 591 505 сом
2,50 м2,5 этаж из 5,"Бишкек, Восток-5 м-н",$ 69 000,5 981 610 сом
1,42.8 м2,2 этаж из 10,"Бишкек, Лебединовка,  ул. Проспект победы 121",$ 34 250,2 969 133 сом
3,116 м2,9 этаж из 17,"Бишкек, Восток-5 м-н, Чынара",$ 115 000,9 969 350 сом
3,105 м2,13 этаж из 15,"Бишкек, Магистраль,  ул. Малдыбаева, 261",$ 80 000,6 935 200 сом
1,34 м2,4 этаж из 9,"Бишкек, Тунгуч м-н",$ 59 500,5 158 055 сом
1,35.2 м2,8 этаж из 9,"Бишкек, Восток-5 м-н, Алматинская",$ 59 000,5 114 710 сом
1,43.91 м2,15 этаж из 16,"Бишкек, Лебединовка, Проспект Ленина 208",$ 37 500,3 250 875 сом
2,70.26 м2,13 этаж из 14,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",$ 87 300,7 568 037 сом
3,108 м2,10 этаж из 12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",$ 112 000,9 709 280 сом
3,58 м2,3 этаж из 4,"Бишкек, 5 м-н",$ 96 000,8 322 240 сом
3,68 м2,10 этаж из 10,"Бишкек, Магистраль",$ 98 000,8 495 620 сом
1,55.3 м2,4 этаж из 10,"Бишкек, Лебединовка, мичурина",$ 43 500,3 771 015 сом
3,68 м2,6 этаж из 9,"Бишкек, Космос",$ 110 000,9 535 900 сом
1,38 м2,5 этаж из 16,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",$ 44 000,3 814 360 сом
1,41 м2,5 этаж из 12,"Бишкек, Джальская больница,  ул. Айни 95",$ 66 000,5 721 540 сом
3,90 м2,5 этаж из 9,"Бишкек, Тунгуч м-н",$ 119 000,10 316 110 сом
3,75 м2,8 этаж из 9,"Бишкек, Учкун м-н",$ 82 000,7 108 580 сом
1,39 м2,4 этаж из 15,"Бишкек, VEFA, Кулатова/Элебаева",$ 68 000,5 894 920 сом
2,60 м2,7 этаж из 14,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 107 400,9 310 506 сом
3,58 м2,1 этаж из 4,"Бишкек, 5 м-н",$ 88 000,7 628 720 сом
1,18 м2,2 этаж из 2,"Бишкек, Лущихина - Льва Толстого",$ 29 000,2 514 010 сом
5,85 м2,4 этаж из 9,"Бишкек, Кок-Жар ж/м, Молдокулова/Куйручук",$ 95 000,8 235 550 сом
3,129 м2,6 этаж из 10,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",$ 245 000,21 239 050 сом
2,84 м2,11 этаж из 12,"Бишкек, 6 м-н, Сухэ-Батора-Юнусалиева",$ 134 400,11 651 136 сом
2,87 м2,9 этаж из 10,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 143 550,12 444 350 сом
5,131.05 м2,5 этаж из 10,"Бишкек, Аламедин-1 м-н",$ 123 000,10 662 870 сом
3,86 м2,12 этаж из 12,"Бишкек, Магистраль, Аалы Токомбаева",$ 134 000,11 616 460 сом
2,43 м2,11 этаж из 14,"Бишкек, с. Кок-Джар, мкр. Кок Жар",$ 52 500,4 551 225 сом
1,53.35 м2,4 этаж из 9,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",$ 71 500,6 198 335 сом
2,75.8 м2,9 этаж из 9,"Бишкек, Пишпек ж/м,  ул.Теремичкова 15",$ 68 000,5 894 920 сом
3,78 м2,6 этаж из 10,"Бишкек, Сквер Тоголок Молдо, Чуйкова 132а",$ 147 000,12 743 430 сом
3,58 м2,5 этаж из 5,"Бишкек, Кок-Жар м-н",$ 85 000,7 368 650 сом
1,36 м2,3 этаж из 5,"Бишкек, Гагарина, Айни 201/Арча-Бешик 24-я",$ 58 000,5 028 020 сом
3,68 м2,4 этаж из 4,"Бишкек, Западный автовокзал, кыргыз театр",$ 77 000,6 675 130 сом
1,50 м2,8 этаж из 16,"Бишкек, Молодая Гвардия, Молодая Гвардия/Фрунзе",$ 66 500,5 764 885 сом
2,52 м2,1 этаж из 9,"Бишкек, Восток-5 м-н, мамбетова",$ 89 000,7 715 410 сом
1,18 м2,4 этаж из 5,"Бишкек, Достук, Ибраимова 181/Жумабек",$ 32 000,2 774 080 сом
5,130 м2,4 этаж из 14,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 250 000,21 672 500 сом
2,40 м2,3 этаж из 5,"Бишкек, Гагарина",$ 55 000,4 767 950 сом
3,107 м2,11 этаж из 14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",$ 139 100,12 058 579 сом
1,38 м2,10 этаж из 12,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",$ 71 500,6 198 335 сом
3,66 м2,4 этаж из 5,"Бишкек, Центральная мечеть,  ул.Гоголя/Московская",$ 98 000,8 495 620 сом
3,111 м2,6 этаж из 12,"Бишкек, 5 м-н, Каралаева",$ 137 000,11 876 530 сом
1,47 м2,4 этаж из 9,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",$ 72 500,6 285 025 сом
3,62 м2,4 этаж из 4,"Бишкек, 4 м-н",$ 83 000,7 195 270 сом
2,70 м2,4 этаж из 4,"Бишкек, Матросова, Суванбердиева 80",$ 110 000,9 535 900 сом
3,58 м2,2 этаж из 4,"Бишкек, 6 м-н",$ 89 000,7 715 410 сом
2,69 м2,2 этаж из 12,"Бишкек, Баха, Джал-15",$ 87 000,7 542 030 сом
3,130 м2,8 этаж из 12,"Бишкек, Золотой квадрат, Боконбаева 115/Раззакова",$ 350 000,30 341 500 сом
6,176 м2,7 этаж из 8,"Бишкек, Московская - Уметалиева",$ 216 000,18 725 040 сом
5,255 м2,9 этаж из 12,"Бишкек, Магистраль, чынгыза айтматова/магистраль",$ 287 000,24 880 030 сом
3,140 м2,8 этаж из 11,"Бишкек, Золотой квадрат, Раззакова 15/Боконбаева",$ 360 000,31 208 400 сом
3,80 м2,12 этаж из 17,"Бишкек, Бишкек-Парк, Токтогула, 165",$ 120 000,10 402 800 сом
3,80 м2,7 этаж из 10,"Бишкек, 4 м-н 14/1",$ 121 000,10 489 490 сом
3,74 м2,10 этаж из 10,"Бишкек, Советская - Скрябина, Скрябина/Советская",$ 138 000,11 963 220 сом
1,55 м2,11 этаж из 16,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",$ 68 700,5 955 603 сом
5,210 м2,9 этаж из 10,"Бишкек, Старый аэропорт, пр. Чингиза Айтматова 96/1/А Жибек батыра",$ 480 000,41 611 200 сом
2,52.5 м2,12 этаж из 13,"Бишкек, Магистраль, Б. Баатыра Байтик баатыр 4б/1/А. Токомбаева",$ 84 000,7 281 960 сом
2,100 м2,11 этаж из 13,"Бишкек, Магистраль, пр. Ч. Айтматова",$ 146 000,12 656 740 сом
1,44 м2,3 этаж из 3,"Бишкек, Кара-Жыгач ж/м 16/ул Достоевский",$ 55 000,4 767 950 сом
2,48 м2,6 этаж из 12,"Бишкек, Учкун м-н",$ 71 500,6 198 335 сом
2,75 м2,5 этаж из 10,"Бишкек, Гагарина, Космическая 96",$ 66 000,5 721 540 сом
2,70 м2,10 этаж из 10,"Бишкек, Бишкек-Парк",$ 119 000,10 316 110 сом
2,50 м2,6 этаж из 10,"Бишкек, Джал-29 м-н, мкрн. Джал-29",$ 68 500,5 938 265 сом
2,43 м2,1 этаж из 5,"Бишкек, 5 м-н, Юнусалиева/Суеркулова",$ 69 000,5 981 610 сом
2,59 м2,2 этаж из 4,"Иссык-Кульская область, с. Кара-Ой, Кара ойская",$ 88 500,7 672 065 сом
2,68 м2,10 этаж из 13,"Бишкек, 12 м-н, 12 мкрн 57/1",$ 103 000,8 929 070 сом
3,58 м2,1 этаж из 4,"Бишкек, 3 м-н, по ул.К.Маркса",$ 86 500,7 498 685 сом
3,105 м2,7 этаж из 8,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",$ 220 000,19 071 800 сом
3,75 м2,10 этаж из 12,"Бишкек, Магистраль, Токомбаева, 33",$ 120 000,10 402 800 сом
2,50 м2,4 этаж из 5,"Бишкек, 12 м-н, Токомбаева",$ 86 500,7 498 685 сом
5,150 м2,10 этаж из 11,"Бишкек, Асанбай м-н, Айтиева, 17",$ 220 000,19 071 800 сом
3,70 м2,2 этаж из 9,"Бишкек, Асанбай м-н, по ул.Айтиева",$ 115 000,9 969 350 сом
3,63 м2,5 этаж из 5,"Бишкек, Асанбай м-н, Асанбай мкр., 44",$ 95 000,8 235 550 сом
2,52.6 м2,1 этаж из 5,"Бишкек, Аламедин-1 м-н, Кольбаева/Спорт школа",$ 66 500,5 764 885 сом
2,52 м2,4 этаж из 5,"Бишкек, ЖД вокзал, Юсупа Абдрахманова, 136",$ 80 000,6 935 200 сом
1,18 м2,2 этаж из 5,"Бишкек, АЮ Grand, Чолпон Атинская (Валиханова)",$ 24 500,2 123 905 сом
1,43 м2,11 этаж из 14,"Бишкек, Кок-Жар ж/м, Молдокулова 100\1",$ 45 000,3 901 050 сом
2,70 м2,3 этаж из 14,"Бишкек, Магистраль, арстанбек д 12",$ 127 000,11 009 630 сом
1,34 м2,8 этаж из 9,"Бишкек, Джал-23 м-н (Нижний Джал)",$ 58 500,5 071 365 сом
3,56 м2,4 этаж из 4,"Бишкек, Завод Кока-Кола, Чаяковского 52/Лущихина",$ 72 200,6 259 018 сом
1,47 м2,4 этаж из 9,"Бишкек, Восточный автовокзал",$ 61 500,5 331 435 сом
1,62 м2,4 этаж из 14,"Бишкек, Магистраль, ДУЙШЕЕВА/МОЛДОБАСАНОВА (НАПРОТИВ ШК.ГАЗПРОМ)",$ 79 360,6 879 718 сом
2,78 м2,1 этаж из 9,"Бишкек, Улан-2 м-н",$ 89 500,7 758 755 сом
1,41 м2,3 этаж из 5,"Иссык-Кульская область, с. Корумду (Иссык-Кульский р-н), село Корумду",$ 82 200,7 125 918 сом
1,34 м2,3 этаж из 5,"Иссык-Кульская область, с. Корумду (Иссык-Кульский р-н)",$ 68 600,5 946 934 сом
